nama_jalan;kecamatan;kelurahan;lat_centroid;lng_centroid;fungsi_jalan;panjang_m;lebar_m;competitor_cafe;competitor_fnb;competitor_laundry;competitor_gym;competitor_fashion;competitor_stationery;competitor_carwash;competitor_photostudio;competitor_barbershop;competitor_salon;competitor_bengkel;competitor_elektronik;demand_university;demand_college;demand_school;demand_office;demand_mall;demand_hospital;transit_bus_stop;transit_bus_station;transit_train_station;transit_public_transport;total_poi_asli;bobot_fungsi;traffic_score;transit_score;total_poi_imputed;total_poi;density_cafe;log_traffic;ratio_bengkel;poi_akademik;poi_komersial;poi_score_cafe;comp_ratio_cafe;poi_score_laundry;comp_ratio_laundry;poi_score_stationery;comp_ratio_stationery;poi_score_photostudio;comp_ratio_photostudio;poi_score_barbershop;comp_ratio_barbershop;poi_score_fnb;comp_ratio_fnb;poi_score_gym;comp_ratio_gym;poi_score_salon;comp_ratio_salon;poi_score_elektronik;comp_ratio_elektronik;poi_score_fashion;comp_ratio_fashion;poi_score_bengkel;comp_ratio_bengkel;poi_score_carwash;comp_ratio_carwash;total_competitor
Jl. Salak 1;Tembalang;Sendangguwo;-7,011405446;110,447104;Kolektor Sekunder;336,89;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,612010536;0;0;0;0;7,612010536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sambiroto 3;Tembalang;Kedungmundu;-7,022898297;110,4582506;Kolektor Sekunder;601,44;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,191363323;0;0;0;0;8,191363323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sambiroto 4;Tembalang;Sambiroto;-7,0240903;110,458271;Kolektor Sekunder;606,08;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,199046413;0;0;0;0;8,199046413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sambiroto 5;Tembalang;Sambiroto;-7,026029633;110,4587455;Kolektor Sekunder;451,36;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,904393903;0;0;0;0;7,904393903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sambiroto 7;Tembalang;Sambiroto;-7,028407866;110,4603286;Kolektor Sekunder;232,97;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,243384303;0;0;0;0;7,243384303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sambiroto Asri Barat;Tembalang;Sambiroto;-7,03520757;110,4534862;Kolektor Sekunder;985,6;4;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,972818953;2,772588722;18;15,24923797;1,01461039;8,972818953;0,00012681;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Sambung;Tembalang;Rowosari;-7,065679284;110,4990766;Kolektor Sekunder;462,62;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,62199275;2,772588722;18;15,24923797;2,161601314;8,62199275;0,000180101;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Sambung Krajan;Tembalang;Rowosari;-7,062071602;110,4900618;Kolektor Sekunder;2434,6;4;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;9,877030634;2,772588722;18;15,24923797;0,410745092;9,877030634;5,13405E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Saputan;Tembalang;Tandang;-7,015866897;110,4464496;Kolektor Sekunder;644,01;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,770454612;2,772588722;18;15,24923797;1,55277092;8,770454612;0,000155253;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Sawi;Tembalang;Sendangguwo;-7,011055188;110,449279;Kolektor Sekunder;517,55;4;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,328789174;2,772588722;18;15,24923797;1,932180466;8,328789174;0,000241464;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Sawi 9;Tembalang;Sendangguwo;-7,01134682;110,4488155;Kolektor Sekunder;294,35;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;1;2;7,477095064;0;1;0,693147181;0;7,477095064;0;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0
Jl. Sekip 3;Tembalang;Jangli;-7,039847591;110,4417272;Kolektor Sekunder;437,22;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,872577094;0;0;0;0;7,872577094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sendangguwo 10;Tembalang;Sendangguwo;-7,007854245;110,4520902;Kolektor Sekunder;707,49;3;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,353718511;2,772588722;18;15,24923797;1,41344754;8,353718511;0,000235519;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Sendangguwo Selatan;Tembalang;Sendangguwo;-7,012151522;110,4539786;Kolektor Sekunder;695,5;3;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,336630088;2,772588722;18;15,24923797;1,437814522;8,336630088;0,000239578;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Sendangguwo Selatan 9;Tembalang;Sendangguwo;-7,009634064;110,4527737;Kolektor Sekunder;499,95;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,006600874;0;0;0;0;8,006600874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sinar Agung;Tembalang;Kedungmundu;-7,022531659;110,4723442;Kolektor Sekunder;235,87;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;1;2;7,54325216;0;1;0,693147181;0;7,54325216;0;0;2,079441542;0;0;0;0;0;0;0;0;0;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0
Jl. Sinar Gemah Timur;Tembalang;Kedungmundu;-7,024481399;110,4739677;Kolektor Sekunder;367,06;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,98530735;0;0;0;0;7,98530735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sinar Mukti;Tembalang;Kedungmundu;-7,024784826;110,4720376;Kolektor Sekunder;270,47;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,392536677;0;0;0;0;7,392536677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sinar Mulyo;Tembalang;Kedungmundu;-7,023925198;110,4704048;Kolektor Sekunder;277,85;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,419440533;0;0;0;0;7,419440533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sinar Rembulan;Tembalang;Kedungmundu;-7,024062282;110,471882;Kolektor Sekunder;129,09;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6,653559561;0;0;0;0;6,653559561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sinar Waluyo;Tembalang;Kedungmundu;-7,024971981;110,4712438;Kolektor Sekunder;678,1;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,822027323;2,772588722;18;15,24923797;1,474708745;8,822027323;0,000147449;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. SInar Waluyo Utara;Tembalang;Kedungmundu;-7,024353738;110,4734604;Kolektor Sekunder;344,86;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,635381178;0;0;0;0;7,635381178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Sipodang;Tembalang;Tembalang;-7,058606703;110,4424695;Lokal Primer;357,97;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6,979992216;0;0;0;0;6,979992216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Skip Saptamarga;Tembalang;Jangli;-7,038021704;110,4395637;Kolektor Sekunder;884,34;3;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,57678952;2,772588722;18;15,24923797;1,130786801;8,57678952;0,000188429;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Taman Baru Asri;Tembalang;Mangunharjo;-7,04184081;110,463689;Kolektor Sekunder;777,61;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;8,958938797;2,772588722;18;15,24923797;1,285991692;8,958938797;0,000128583;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Tampirejo 1;Tembalang;Rowosari;-7,068970197;110,4838208;Kolektor Sekunder;369,5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,704361168;0;0;0;0;7,704361168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tampirejo 2;Tembalang;Rowosari;-7,067085391;110,4841638;Kolektor Sekunder;410,35;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,096756567;0;0;0;0;8,096756567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tamtama Timur;Tembalang;Jangli;-7,034519663;110,4328902;Kolektor Sekunder;313,28;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,539388693;0;0;0;0;7,539388693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tamtama Timur Dalam;Tembalang;Jangli;-7,036267967;110,4346508;Kolektor Sekunder;318,21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,554994637;0;0;0;0;7,554994637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Telumpak;Tembalang;Tandang;-7,027574905;110,4494325;Kolektor Sekunder;2178,05;3,5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;0;2;9,632160996;2,772588722;18;15,24923797;0,459126283;9,632160996;6,55852E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Telumpak 1;Tembalang;Tandang;-7,028007282;110,4488526;Kolektor Sekunder;329,84;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,590872326;0;0;0;0;7,590872326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tembalang Baru;Tembalang;Tembalang;-7,056310381;110,434744;Kolektor Sekunder;303,81;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,508710413;0;0;0;0;7,508710413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tembalang Baru 4;Tembalang;Tembalang;-7,056009323;110,4338985;Kolektor Sekunder;362,19;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;1;2;7,684388463;0;1;0,693147181;0;7,684388463;0;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0
Jl. Tembalang Selatan 7;Tembalang;Pedalangan;-7,058531764;110,4339412;Kolektor Sekunder;215,71;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,166466726;0;0;0;0;7,166466726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tembalang Selatan 9;Tembalang;Pedalangan;-7,059303001;110,4344986;Kolektor Sekunder;199,51;3,5;0;0,693147181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7,242490293;0;1;0,693147181;0;7,242490293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. Timoho 1;Tembalang;Bulusan;-7,058841222;110,4439387;Kolektor Sekunder;387,35;3;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;0;0;0;0;1;2;7,751518328;0;1;0,693147181;0;7,751518328;0,000430089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181
Jl. Timoho Barat 3;Tembalang;Bulusan;-7,057127514;110,4436694;Kolektor Sekunder;174,22;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,240477636;0;0;0;0;7,240477636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Timoho Timur 4;Tembalang;Bulusan;-7,057378655;110,4449499;Kolektor Sekunder;119,39;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6,575549926;0;0;0;0;6,575549926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Tulus;Tembalang;Sendangmulyo;-7,036182106;110,4728588;Kolektor Sekunder;918,41;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;9,307641296;2,772588722;18;15,24923797;1,088838318;9,307641296;9,07283E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,317766167
Jl. Tunggu;Tembalang;Meteseh;-7,055454528;110,4730812;Kolektor Sekunder;376,93;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;1;2;7,724261034;0;1;0,693147181;0;7,724261034;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0
Jl. Ace;Banyumanik;Srondol Wetan;-7,062314561;110,4153146;Lokal Primer;420,06;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;0;1;1;7,29384047;0;1;0,693147181;0;7,29384047;0;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0
Jl. Banjarsari Selatan;Banyumanik;Tembalang;-7,061366451;110,4366956;Kolektor Sekunder;675,68;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,818452672;2,772588722;19;15,65470308;1,479990528;8,818452672;0,000295954;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;8,723231275
Jl. Blimbing;Banyumanik;Srondol Wetan;-7,070641849;110,4133744;Kolektor Sekunder;458,35;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8,207347306;0;0;0;0;8,207347306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Bukit Kusuma;Banyumanik;Sumurboto;-7,046521969;110,4230948;Kolektor Sekunder;401,86;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,788277891;0;0;0;0;7,788277891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Bukit Raya;Banyumanik;Sumurboto;-7,048092818;110,4264016;Lokal Primer;1791,49;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0;0;0;1;1;9,436792843;0;1;0,693147181;0;9,436792843;0;0;2,079441542;0;0;0;0;0;0;0;0;0;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;2,079441542;0;0
Jl. Bukit Umbul;Banyumanik;Sumurboto;-7,050763964;110,4286046;Kolektor Sekunder;412,79;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,815102133;0;0;0;0;7,815102133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Bumirejo;Banyumanik;Pudakpayung;-7,089145768;110,4134909;Lokal Primer;1574,92;4;0;0;0;0;0;0;0;0;0;0;0,693147181;0;0;0;0,693147181;0;0;0;0,693147181;0;0;0,693147181;4;1;8,748412843;1,386294361;4;4,158883083;0;8,748412843;0,000158713;0,693147181;0;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,693147181;0;0,409383891;0;0,693147181;0,693147181
Jl. Cemara;Banyumanik;Padangsari;-7,073180438;110,4226453;Kolektor Sekunder;726,72;3,5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;1;2;8,534647967;2,772588722;19;15,65470308;1,376045795;8,534647967;0,000393079;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;8,723231275
Jl. Damar;Banyumanik;Padangsari;-7,07316077;110,4300758;Kolektor Sekunder;534,31;4;0,693147181;1,098612289;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;5;2;8,360651656;2,772588722;19;15,65470308;1,871572683;8,360651656;0,000233892;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;8,723231275
Jl. Durian;Banyumanik;Srondol Wetan;-7,063769129;110,4224647;Kolektor Sekunder;1895,65;6;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;2;2;10,03226768;2,772588722;19;15,65470308;0,527523541;10,03226768;8,79167E-05;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;8,723231275
Jl. Durian Selatan;Banyumanik;Srondol Wetan;-7,06356449;110,4168087;Kolektor Sekunder;454,59;5;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;0,693147181;1,098612289;0,693147181;0;0;0,693147181;0,693147181;0;0,693147181;0,693147181;0,693147181;0;0,693147181;2;2;8,422200961;2,772588722;19;15,65470308;2,199784421;8,422200961;0,00043986;0,693147181;2,772588722;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;0,693147181;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,818767782;2,772588722;0,660576691;2,772588722;0,818767782;8,723231275
Jl. Durian Selatan 2;Banyumanik;Srondol Wetan;-7,063782219;110,4195607;Kolektor Sekunder;371,11;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,862793535;0;0;0;0;7,862793535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jl. Durian Utara 2;Banyumanik;Srondol Wetan;-7,060562466;110,4210884;Kolektor Sekunder;416,32;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7,823613918;0;0;0;0;7,823613918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
